"","date","px_last","px_volume","log_ret","ticker"
"1",2013-10-01,24.39,111641,NA,"mill_d"
"2",2013-10-02,24.34,86540,-0.00205212466844751,"mill_d"
"3",2013-10-03,24.25,44266,-0.00370447017588926,"mill_d"
"4",2013-10-04,24.42,21576,0.00698585129906659,"mill_d"
"5",2013-10-07,24.275,32637,-0.0059554545051701,"mill_d"
"6",2013-10-08,24.3,10100,0.00102933616911427,"mill_d"
"7",2013-10-09,24.22,6510,-0.00329761222155645,"mill_d"
"8",2013-10-10,24.25,10714,0.00123787925854568,"mill_d"
"9",2013-10-11,24.38,5020,0.00534650666963321,"mill_d"
"10",2013-10-14,24.22,11378,-0.00658438592817889,"mill_d"
"11",2013-10-15,24.26,20579,0.00165016539095797,"mill_d"
"12",2013-10-16,24.3,17468,0.00164744683059848,"mill_d"
"13",2013-10-17,24.35,17045,0.00205549918209602,"mill_d"
"14",2013-10-18,24.32,39572,-0.00123279243063257,"mill_d"
"15",2013-10-21,24.169,45061,-0.00622823684212648,"mill_d"
"16",2013-10-22,24.08,9461,-0.00368919981521953,"mill_d"
"17",2013-10-23,24.32,5439,0.00991743665734601,"mill_d"
"18",2013-10-24,24.45,21350,0.00533115882291479,"mill_d"
"19",2013-10-25,24.47,12302,0.000817661533698999,"mill_d"
"20",2013-10-28,23.861,39904,-0.0252025505146922,"mill_d"
"21",2013-10-29,24.21,14752,0.0145204440100795,"mill_d"
"22",2013-10-30,24.25,4781,0.00165084643352476,"mill_d"
"23",2013-10-31,24.39,14596,0.00575659484433677,"mill_d"
"24",2013-11-01,24.39,6976,0,"mill_d"
"25",2013-11-04,24.64,13225,0.0101979264374901,"mill_d"
"26",2013-11-05,24.5,5900,-0.00569802111463735,"mill_d"
"27",2013-11-06,24.589,4600,0.0036260709127176,"mill_d"
"28",2013-11-07,24.5,6463,-0.0036260709127176,"mill_d"
"29",2013-11-08,24.5,4900,0,"mill_d"
"30",2013-11-11,24.74,17110,0.00974824941366048,"mill_d"
"31",2013-11-12,24.7,11900,-0.00161812333041045,"mill_d"
"32",2013-11-13,24.4,5014,-0.0122201113347753,"mill_d"
"33",2013-11-14,24.35,5050,-0.00205128277055744,"mill_d"
"34",2013-11-15,24.379,3293,0.00119025645606197,"mill_d"
"35",2013-11-18,24.34,4201,-0.00160101842527949,"mill_d"
"36",2013-11-19,24.34,2496,0,"mill_d"
"37",2013-11-20,24.4,3675,0.00246204473977496,"mill_d"
"38",2013-11-21,24.5,7485,0.00408998525152526,"mill_d"
"39",2013-11-22,24.48,3975,-0.000816659906555994,"mill_d"
"40",2013-11-25,24.35,21692,-0.00532460811552671,"mill_d"
"41",2013-11-26,24.35,5900,0,"mill_d"
"42",2013-11-27,24.35,14826,0,"mill_d"
"43",2013-11-29,24.35,5300,0,"mill_d"
"44",2013-12-02,24.3,7173,-0.00205549918209602,"mill_d"
"45",2013-12-03,24.2,24691,-0.00412371718386195,"mill_d"
"46",2013-12-04,24,9455,-0.00829880281469508,"mill_d"
"47",2013-12-05,23.76,19905,-0.0100503358535016,"mill_d"
"48",2013-12-06,23.69,14400,-0.00295047632375001,"mill_d"
"49",2013-12-09,23.881,10810,0.00803014552383097,"mill_d"
"50",2013-12-10,23.94,25970,0.00246753643530218,"mill_d"
"51",2013-12-11,23.85,16869,-0.00376648279547709,"mill_d"
"52",2013-12-12,23.75,44444,-0.00420168685369982,"mill_d"
"53",2013-12-13,24.12,13970,0.0154588413783343,"mill_d"
"54",2013-12-16,24.19,4398,0.00289795276295113,"mill_d"
"55",2013-12-17,24,5089,-0.0078854942739901,"mill_d"
"56",2013-12-18,23.78,6108,-0.00920893908531006,"mill_d"
"57",2013-12-19,23.84,11043,0.00251995093451329,"mill_d"
"58",2013-12-20,23.65,7332,-0.00800172725920723,"mill_d"
"59",2013-12-23,23.5,10879,-0.00636269378782828,"mill_d"
"60",2013-12-24,22.35,57420,-0.0501741000905356,"mill_d"
"61",2013-12-26,21.25,52408,-0.050469425689152,"mill_d"
"62",2013-12-27,21.41,23882,0.00750120723116554,"mill_d"
"63",2013-12-30,21.6,14495,0.008835212088528,"mill_d"
"64",2013-12-31,21.9,5940,0.0137933221323356,"mill_d"
"65",2014-01-02,22.05,7635,0.00682596507040012,"mill_d"
"66",2014-01-03,22.45,5070,0.0179780122954081,"mill_d"
"67",2014-01-06,22.8,8825,0.0154699217721319,"mill_d"
"68",2014-01-07,22.936,4680,0.00594719262067356,"mill_d"
"69",2014-01-08,23.26,3199,0.0140274185094498,"mill_d"
"70",2014-01-09,23.26,779,0,"mill_d"
"71",2014-01-10,23.38,4775,0.005145808953404,"mill_d"
"72",2014-01-13,23.25,4899,-0.00557582401055701,"mill_d"
"73",2014-01-14,23.209,1400,-0.00176499755240789,"mill_d"
"74",2014-01-15,23.2,6588,-0.00038785580869316,"mill_d"
"75",2014-01-16,23.48,12418,0.0119967162876313,"mill_d"
