"","date","px_last","px_volume","log_ret","ticker"
"1",1999-12-10,764.87,1665089536,NA,"Russell3000"
"2",1999-12-13,763.95,1729721344,-0.00120354274676249,"Russell3000"
"3",1999-12-14,755.441,1847483264,-0.0112006573129211,"Russell3000"
"4",1999-12-15,759.643,1936455424,0.00554690139155678,"Russell3000"
"5",1999-12-16,763.125,1776183296,0.00457325878760972,"Russell3000"
"6",1999-12-17,764.837,NA,0.00224089436310049,"Russell3000"
"7",1999-12-20,763.486,1579050624,-0.00176795134522756,"Russell3000"
"8",1999-12-21,772.343,1739945728,0.0115339639878194,"Russell3000"
"9",1999-12-22,774.72,1589946624,0.00307292187903219,"Russell3000"
"10",1999-12-23,785.872,1329211648,0.0142922555452589,"Russell3000"
"11",1999-12-27,783.59,1264178560,-0.00290800491906484,"Russell3000"
"12",1999-12-28,785.012,1176397568,0.00181307991388557,"Russell3000"
"13",1999-12-29,789.728,1043522560,0.00598957808766443,"Russell3000"
"14",1999-12-30,790.353,1032931904,0.000791098725439809,"Russell3000"
"15",1999-12-31,793.519,720679232,0.00399780312638498,"Russell3000"
"16",2000-01-03,786.335,1748611200,-0.00909457394976432,"Russell3000"
"17",2000-01-04,755.359,1805332224,-0.0401897773544588,"Russell3000"
"18",2000-01-05,757.227,2100966784,0.00246994346062124,"Russell3000"
"19",2000-01-06,752.097,1972650624,-0.0067977713925309,"Russell3000"
"20",2000-01-07,777.5,NA,0.0332183390602596,"Russell3000"
"21",2000-01-10,789.475,1978201216,0.0152845235297958,"Russell3000"
"22",2000-01-11,777.481,1959800192,-0.0153089611274266,"Russell3000"
"23",2000-01-12,774.646,1855516928,-0.00365305564907015,"Russell3000"
"24",2000-01-13,786.873,1788323712,0.0156607122889314,"Russell3000"
"25",2000-01-14,795.736,1986745472,0.011200609446532,"Russell3000"
"26",2000-01-18,791.854,1811897088,-0.00489044115540871,"Russell3000"
"27",2000-01-19,794.969,1915299584,0.00392608879662326,"Russell3000"
"28",2000-01-20,791.277,2083297920,-0.00465502408441498,"Russell3000"
"29",2000-01-21,790.449,NA,-0.00104695765971119,"Russell3000"
"30",2000-01-24,769.841,2081530112,-0.0264171384207232,"Russell3000"
"31",2000-01-25,773.276,1995391232,0.00445203529434224,"Russell3000"
"32",2000-01-26,770.167,2052184832,-0.00402866086398923,"Russell3000"
"33",2000-01-27,767.353,2105162112,-0.00366044427653645,"Russell3000"
"34",2000-01-28,747.448,1971146368,-0.026282192544655,"Russell3000"
"35",2000-01-31,761.851,1842652160,0.019086260881167,"Russell3000"
"36",2000-02-01,771.261,1762073472,0.0122758391698206,"Russell3000"
"37",2000-02-02,771.722,1838596864,0.000597543866287076,"Russell3000"
"38",2000-02-03,781.419,2002683520,0.0124871161118607,"Russell3000"
"39",2000-02-04,781.013,1848702976,-0.000519702629154573,"Russell3000"
"40",2000-02-07,782.709,1667558144,0.00216918437551428,"Russell3000"
"41",2000-02-08,791.729,2040342144,0.0114581821399815,"Russell3000"
"42",2000-02-09,776.859,1876784384,-0.0189602948241356,"Russell3000"
"43",2000-02-10,780.138,1888376576,0.00421196039249949,"Russell3000"
"44",2000-02-11,765.882,1804637824,-0.018442716234774,"Russell3000"
"45",2000-02-14,767.152,1628763136,0.00165684556314805,"Russell3000"
"46",2000-02-15,773.063,1884604800,0.00767558947336244,"Russell3000"
"47",2000-02-16,767.907,1871221504,-0.00669191384802303,"Russell3000"
"48",2000-02-17,769.436,1976685568,0.00198914686462359,"Russell3000"
"49",2000-02-18,748.414,1944194944,-0.0277014781308624,"Russell3000"
"50",2000-02-22,750.535,1806960000,0.00282998476340079,"Russell3000"
"51",2000-02-23,758.935,1964372096,0.0111298491673253,"Russell3000"
"52",2000-02-24,757.524,NA,-0.00186091467977967,"Russell3000"
"53",2000-02-25,748.247,1936902400,-0.0123220826803312,"Russell3000"
"54",2000-02-28,754.512,1912168960,0.00833804528438353,"Russell3000"
"55",2000-02-29,767.986,NA,0.0177003211608602,"Russell3000"
"56",2000-03-01,776.035,NA,0.0104261184440357,"Russell3000"
"57",2000-03-02,775.827,NA,-0.000268065074401136,"Russell3000"
"58",2000-03-03,793.109,2099262848,0.0220311077158257,"Russell3000"
"59",2000-03-06,785.543,1899728640,-0.00958546650051773,"Russell3000"
"60",2000-03-07,766.64,NA,-0.0243578683642882,"Russell3000"
"61",2000-03-08,771.399,2129221248,0.00618841939347181,"Russell3000"
"62",2000-03-09,790.11,2084067456,0.0239664268453588,"Russell3000"
"63",2000-03-10,787.209,2104580864,-0.00367839767482003,"Russell3000"
"64",2000-03-13,777.636,1858908160,-0.0122352302286322,"Russell3000"
"65",2000-03-14,762.044,2098336640,-0.0202542515691366,"Russell3000"
"66",2000-03-15,773.607,NA,0.0150596959003275,"Russell3000"
"67",2000-03-16,810.417,NA,0.0464849373075404,"Russell3000"
"68",2000-03-17,814.387,NA,0.0048867529873311,"Russell3000"
"69",2000-03-20,804.665,1707210112,-0.0120096412607609,"Russell3000"
"70",2000-03-21,823.35,1967298816,0.0229553419278217,"Russell3000"
"71",2000-03-22,831.224,2032643840,0.00951792962139386,"Russell3000"
"72",2000-03-23,844.902,2013387776,0.0163213310146366,"Russell3000"
"73",2000-03-24,845.143,1913074048,0.000285199508454959,"Russell3000"
"74",2000-03-27,843.051,1612220800,-0.00247838941594125,"Russell3000"
"75",2000-03-28,832.625,1711882880,-0.0124440936592087,"Russell3000"
"76",2000-03-29,828.413,1970784128,-0.00507153843306707,"Russell3000"
"77",2000-03-30,817.328,NA,-0.0134713392190555,"Russell3000"
"78",2000-03-31,827.275,NA,0.0120966838743231,"Russell3000"
"79",2000-04-03,823.281,2102184320,-0.00483959077486507,"Russell3000"
"80",2000-04-04,815.836,NA,-0.00908422180799473,"Russell3000"
"81",2000-04-05,814.569,NA,-0.00155421536985667,"Russell3000"
"82",2000-04-06,823.979,1968958720,0.0114859051449914,"Russell3000"
"83",2000-04-07,833.759,1738667776,0.011799347626452,"Russell3000"
"84",2000-04-10,822.162,1712587648,-0.0140069358438897,"Russell3000"
"85",2000-04-11,817.875,1953515136,-0.00522794274047822,"Russell3000"
"86",2000-04-12,799.491,NA,-0.0227342380149027,"Russell3000"
"87",2000-04-13,786.095,NA,-0.016897624909447,"Russell3000"
"88",2000-04-14,738.759,NA,-0.0621058988783378,"Russell3000"
"89",2000-04-17,761.628,NA,0.0304864961200169,"Russell3000"
"90",2000-04-18,785.038,NA,0.0302738767468762,"Russell3000"
"91",2000-04-19,778.669,2024765184,-0.00814607240324783,"Russell3000"
"92",2000-04-20,780.6,1718831872,0.00247680289565366,"Russell3000"
"93",2000-04-24,776.927,1886288128,-0.00471645988649882,"Russell3000"
"94",2000-04-25,803.948,2060619264,0.0341881956104126,"Russell3000"
"95",2000-04-26,794.95,1970653824,-0.0112553708757099,"Russell3000"
"96",2000-04-27,799.457,1958108928,0.00565352761814086,"Russell3000"
"97",2000-04-28,797.504,1874199296,-0.002445896892457,"Russell3000"
"98",2000-05-01,806.168,1803591168,0.0108053071908758,"Russell3000"
"99",2000-05-02,791.325,1814819968,-0.0185834018150119,"Russell3000"
"100",2000-05-03,775.663,1911671680,-0.0199906081897154,"Russell3000"
"101",2000-05-04,774.84,1702149120,-0.00106159108017501,"Russell3000"
"102",2000-05-05,786.718,1497790464,0.0152133050334937,"Russell3000"
"103",2000-05-08,780.736,1460065280,-0.00763279693359653,"Russell3000"
"104",2000-05-09,772.865,1824992512,-0.0101326754341411,"Russell3000"
"105",2000-05-10,754.134,1959514496,-0.0245343180414057,"Russell3000"
"106",2000-05-11,770.054,1791916928,0.0208905712081489,"Russell3000"
"107",2000-05-12,775.762,1572215168,0.0073851298510359,"Russell3000"
"108",2000-05-15,792.174,1544691328,0.0209352925443671,"Russell3000"
"109",2000-05-16,801.114,1827540096,0.0112221943846311,"Russell3000"
"110",2000-05-17,790.806,1565594368,-0.0129505805178161,"Russell3000"
"111",2000-05-18,783.684,1538529280,-0.00904680064618368,"Russell3000"
"112",2000-05-19,766.24,1663204224,-0.0225104412806099,"Russell3000"
"113",2000-05-22,762.435,1879691776,-0.00497817764801045,"Russell3000"
"114",2000-05-23,747.115,1667111552,-0.0202981365325696,"Russell3000"
"115",2000-05-24,759.707,NA,0.016713710216492,"Russell3000"
"116",2000-05-25,749.96,1945300480,-0.012912960855461,"Russell3000"
"117",2000-05-26,749.271,1359718912,-0.000919137942727133,"Russell3000"
"118",2000-05-30,775.464,1742697728,0.034360826043609,"Russell3000"
"119",2000-05-31,774.115,1880193280,-0.00174111851127368,"Russell3000"
"120",2000-06-01,791.626,1876435072,0.0223686166958181,"Russell3000"
"121",2000-06-02,810.72,NA,0.0238336836674229,"Russell3000"
"122",2000-06-05,805.413,1639982080,-0.00656755239258455,"Russell3000"
"123",2000-06-06,799.394,1801215488,-0.00750124871518132,"Russell3000"
"124",2000-06-07,807.114,1658966528,0.00961098161382434,"Russell3000"
"125",2000-06-08,801.94,1655933952,-0.00643113013335395,"Russell3000"
"126",2000-06-09,801.436,1455888512,-0.000628673519623035,"Russell3000"
"127",2000-06-12,793.16,1507598464,-0.0103801518500761,"Russell3000"
"128",2000-06-13,805.511,1704569728,0.0154518919073947,"Russell3000"
"129",2000-06-14,804.735,1730737024,-0.000963827961780517,"Russell3000"
"130",2000-06-15,809.178,1888921472,0.00550588690226217,"Russell3000"
"131",2000-06-16,802.488,NA,-0.0083020159571392,"Russell3000"
"132",2000-06-19,815.055,1757916416,0.0155386940051097,"Russell3000"
"133",2000-06-20,812.01,1959648000,-0.00374294026967004,"Russell3000"
"134",2000-06-21,812.952,1773838976,0.00115941185765855,"Russell3000"
"135",2000-06-22,798.817,1913568640,-0.0175401839763527,"Russell3000"
"136",2000-06-23,791.753,1631170304,-0.00888240875168211,"Russell3000"
"137",2000-06-26,798.021,1646079488,0.00788543840662292,"Russell3000"
"138",2000-06-27,793.729,1827326848,-0.00539281972902472,"Russell3000"
"139",2000-06-28,798.902,1955566720,0.00649619176309191,"Russell3000"
"140",2000-06-29,791.795,1921897344,-0.00893576500094451,"Russell3000"
"141",2000-06-30,796.379,NA,0.00577268325726532,"Russell3000"
"142",2000-07-03,804.55,861605760,0.0102079117217428,"Russell3000"
"143",2000-07-05,791.678,1986699008,-0.0161283714175235,"Russell3000"
"144",2000-07-06,798.185,2042659968,0.00818565666778515,"Russell3000"
"145",2000-07-07,809.922,2025722368,0.0145975465779813,"Russell3000"
"146",2000-07-10,808.949,1845015296,-0.0012020724531645,"Russell3000"
"147",2000-07-11,810.667,NA,0.00212149132183637,"Russell3000"
"148",2000-07-12,818.901,NA,0.0101058318236467,"Russell3000"
"149",2000-07-13,822.782,NA,0.00472808359458465,"Russell3000"
"150",2000-07-14,829.837,NA,0.00853801494200379,"Russell3000"
"151",2000-07-17,831.418,2017427200,0.00190338085039521,"Russell3000"
"152",2000-07-18,820.13,1944779008,-0.0136698125346362,"Russell3000"
"153",2000-07-19,812.576,1905071360,-0.00925341598708584,"Russell3000"
"154",2000-07-20,822.189,NA,0.0117608473433339,"Russell3000"
"155",2000-07-21,812.546,2006281216,-0.0117977676483987,"Russell3000"
"156",2000-07-24,803.406,1904728704,-0.0113123378287279,"Russell3000"
"157",2000-07-25,805.916,1974478208,0.00311932855604535,"Russell3000"
"158",2000-07-26,795.761,NA,-0.0126806292095667,"Russell3000"
"159",2000-07-27,790.715,NA,-0.00636129007428554,"Russell3000"
"160",2000-07-28,773.392,NA,-0.0221515642455525,"Russell3000"
"161",2000-07-31,781.698,2026023936,0.010682441512893,"Russell3000"
"162",2000-08-01,783.689,1830859776,0.00254378128043342,"Russell3000"
"163",2000-08-02,783.91,1977397376,0.000281959865327863,"Russell3000"
"164",2000-08-03,792.607,NA,0.0110332945680129,"Russell3000"
"165",2000-08-04,798.822,1943600128,0.00781063006387583,"Russell3000"
"166",2000-08-07,807.465,1785902208,0.0107615680298245,"Russell3000"
